0.0 -2.39113 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
3.22344322344 -2.27819537729 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
6.44688644689 -2.16526075458 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
10.4761904762 -2.02409247619 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
13.6996336996 -1.91115785348 0.0 0.0 0.0 0.0 0.0 0.0251004016064 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
17.7289377289 -1.76998957509 0.0 0.0 0.0 0.0 0.0 0.200803212851 0.0 0.100401606426 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
20.9523809524 -1.65705495238 0.0 0.0 0.0 0.0 0.0 0.928714859438 0.0 0.200803212851 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
24.1758241758 -1.54412032967 0.0 0.0753012048193 0.0502008032129 0.0 0.125502008032 2.25903614458 0.0 0.803212851406 0.0 0.0 0.0 0.0 0.0 0.0 0.0251004016064 0.0 
28.2051282051 -1.40295205128 0.0 0.150602409639 0.276104417671 0.0 0.552208835341 5.29618473896 0.0 2.68574297189 0.0 0.0251004016064 0.0 0.150602409639 0.0251004016064 0.0251004016064 0.225903614458 0.0 
31.4285714286 -1.29001742857 0.0 0.35140562249 0.903614457831 0.0 1.78212851406 8.96084337349 0.0 5.22088353414 0.0251004016064 0.0251004016064 0.0 0.451807228916 0.0 0.803212851406 0.602409638554 0.0 
35.4578754579 -1.14884915018 0.0 1.5562248996 2.83634538153 0.200803212851 4.2921686747 12.2991967871 0.0 9.78915662651 0.0753012048193 0.577309236948 0.0251004016064 1.40562248996 0.0753012048193 1.85742971888 2.28413654618 0.0753012048193 
38.6813186813 -1.03591452747 0.150602409639 4.19176706827 5.49698795181 0.577309236948 8.78514056225 12.4497991968 0.0 12.2489959839 0.376506024096 1.28012048193 0.125502008032 2.76104417671 0.451807228916 4.59337349398 4.79417670683 0.150602409639 
41.9047619048 -0.922979904762 0.602409638554 8.48393574297 9.86445783133 1.35542168675 11.8222891566 12.4497991968 0.0 12.4497991968 0.953815261044 2.30923694779 0.301204819277 6.47590361446 0.652610441767 8.00702811245 8.81024096386 0.803212851406 
45.9340659341 -0.781811626374 1.78212851406 12.1987951807 12.4497991968 3.71485943775 12.4497991968 12.4497991968 0.125502008032 12.4497991968 2.45983935743 5.89859437751 1.48092369478 11.1194779116 2.7359437751 12.3493975904 12.3493975904 2.76104417671 
49.1575091575 -0.668877003663 3.890562249 12.4497991968 12.4497991968 7.27911646586 12.4497991968 12.4497991968 0.527108433735 12.4497991968 5.34638554217 9.93975903614 2.76104417671 12.3995983936 6.22489959839 12.4497991968 12.4497991968 5.24598393574 
53.1868131868 -0.527708725275 8.81024096386 12.4497991968 12.4497991968 11.7218875502 12.4497991968 12.4497991968 2.10843373494 12.4497991968 10.2158634538 12.3995983936 7.05321285141 12.4497991968 10.9437751004 12.4497991968 12.4497991968 10.5923694779 
56.4102564103 -0.414774102564 12.1485943775 12.4497991968 12.4497991968 12.4497991968 12.4497991968 12.4497991968 3.94076305221 12.4497991968 12.4246987952 12.4497991968 11.1696787149 12.4497991968 12.4497991968 12.4497991968 12.4497991968 12.4497991968 
59.6336996337 -0.301839479853 12.4497991968 12.4497991968 12.4497991968 12.4497991968 12.4497991968 12.4497991968 7.78112449799 12.4497991968 12.4497991968 12.4497991968 12.4497991968 12.4497991968 12.4497991968 12.4497991968 12.4497991968 12.4497991968 
63.663003663 -0.160671201465 12.4497991968 12.4497991968 12.4497991968 12.4497991968 12.4497991968 12.4497991968 12.0983935743 12.4497991968 12.4497991968 12.4497991968 12.4497991968 12.4497991968 12.4497991968 12.4497991968 12.4497991968 12.4497991968 
66.8864468864 -0.0477365787546 12.4497991968 12.4497991968 12.4497991968 12.4497991968 12.4497991968 12.4497991968 12.4246987952 12.4497991968 12.4497991968 12.4497991968 12.4497991968 12.4497991968 12.4497991968 12.4497991968 12.4497991968 12.4497991968 
70.9157509158 0.0934316996337 12.4497991968 12.4497991968 12.4497991968 12.4497991968 12.4497991968 12.4497991968 12.4497991968 12.4497991968 12.4497991968 12.4497991968 12.4497991968 12.4497991968 12.4497991968 12.4497991968 12.4497991968 12.4497991968 
74.1391941392 0.206366322344 12.4497991968 12.4497991968 12.4497991968 12.4497991968 12.4497991968 12.4497991968 12.4497991968 12.4497991968 12.4497991968 12.4497991968 12.4497991968 12.4497991968 12.4497991968 12.4497991968 12.4497991968 12.4497991968 
77.3626373626 0.319300945055 12.4497991968 12.4497991968 12.4497991968 12.4497991968 12.4497991968 12.4497991968 12.4497991968 12.4497991968 12.4497991968 12.4497991968 12.4497991968 12.4497991968 12.4497991968 12.4497991968 12.4497991968 12.4497991968 
81.3919413919 0.460469223443 12.4497991968 12.4497991968 12.4497991968 12.4497991968 12.4497991968 12.4497991968 12.4497991968 12.4497991968 12.4497991968 12.4497991968 12.4497991968 12.4497991968 12.4497991968 12.4497991968 12.4497991968 12.4497991968 
